Weak,Day,Date,Time,Home,Away,ScoreH,ScoreA,Attendance,Venue
21,Monday,2014-02-07,20:20:00,Al-Fateh,Al-Shoalah,3,1,846,Prince Abdullah Bin Jalawi Sport City Stadium
21,Thursday,2014-02-07,20:20:00,Al-Ettifaq,Al-Ittihad FC,2,5,4239,Prince Mohamed bin Fahd Stadium
22,Thursday,2014-02-13,20:25:00,Al-Shoalah,Al Orubah,1,2,107,Al-Shoalah Club Stadium
22,Friday,2014-02-13,20:25:00,Al-Shabab,Al-Taawon,1,0,982,Prince Faisal bin Fahad Stadium
22,Friday,2014-02-13,20:25:00,Al-Hilal,Najran,2,0,3293,King Fahad International Stadium
22,Friday,2014-02-13,20:25:00,Al-Faisaly,Al-Raed,3,2,699,King Salman Bin Abdul Aziz Sport City Stadium
22,Friday,2014-02-14,20:25:00,Al-Ittihad FC,Al-Nahda,2,1,4563,King Abdul Aziz Stadium
22,Saturday,2014-02-14,20:25:00,Al-Ettifaq,Al-Nassr,1,2,14132,Prince Mohamed bin Fahd Stadium
22,Thursday,2014-02-14,20:25:00,Al Ahli SC,Al-Fateh,4,0,0,Prince Mohammed Alabdullah Stadium
23,Friday,2014-02-21,20:20:00,Najran,Al-Fateh,1,1,713,AlAkhdoud Club Stadium
23,Friday,2014-02-21,20:20:00,Al-Nassr,Al-Hilal,3,4,48730,King Fahad International Stadium
23,Friday,2014-02-21,20:20:00,Al-Nahda,Al-Shabab,4,1,235,Prince Mohamed bin Fahd Stadium
23,Friday,2014-02-21,20:20:00,Al-Ittihad FC,Al-Raed,1,2,2209,King Abdul Aziz Stadium
23,Friday,2014-02-22,15:55:00,Al-Taawon,Al Ahli SC,1,1,1242,King Abdullah Sport City Stadium
23,Saturday,2014-02-22,20:20:00,Al-Shoalah,Al-Faisaly,1,1,644,Al-Shoalah Club Stadium
23,Saturday,2014-02-22,20:20:00,Al Orubah,Al-Ettifaq,1,4,3425,Al Orubah Club Stadium
24,Friday,2014-03-22,20:25:00,Al-Raed,Al-Taawon,0,0,4058,King Abdullah Sport City Stadium
24,Friday,2014-03-22,20:25:00,Al-Nahda,Al Orubah,2,2,82,Prince Mohamed bin Fahd Stadium
24,Saturday,2014-03-22,20:25:00,Al-Faisaly,Najran,1,0,138,King Salman Bin Abdul Aziz Sport City Stadium
24,Sunday,2014-03-23,20:25:00,Al-Nassr,Al-Ittihad FC,3,1,21871,King Fahad International Stadium
24,Sunday,2014-03-23,20:25:00,Al-Hilal,Al-Shoalah,2,0,2859,Prince Faisal bin Fahad Stadium
24,Sunday,2014-03-23,20:25:00,Al-Fateh,Al-Ettifaq,2,0,694,Prince Abdullah Bin Jalawi Sport City Stadium
24,Sunday,2014-03-23,20:25:00,Al Ahli SC,Al-Shabab,1,1,5722,King Abdul Aziz Stadium
25,Thursday,2014-03-28,20:35:00,Najran,Al Ahli SC,0,5,634,AlAkhdoud Club Stadium
25,Thursday,2014-03-28,20:35:00,Al-Shabab,Al-Nassr,1,1,15348,King Fahad International Stadium
25,Thursday,2014-03-28,20:35:00,Al-Raed,Al-Fateh,2,1,1263,King Abdullah Sport City Stadium
25,Thursday,2014-03-28,20:35:00,Al-Ittihad FC,Al-Shoalah,4,1,1607,King Abdul Aziz Stadium
25,Thursday,2014-03-28,20:35:00,Al-Hilal,Al-Nahda,6,0,2589,Prince Faisal bin Fahad Stadium
25,Thursday,2014-03-28,20:35:00,Al-Ettifaq,Al-Faisaly,1,1,1166,Prince Mohamed bin Fahd Stadium
25,Thursday,2014-03-28,20:35:00,Al Orubah,Al-Taawon,0,0,3461,Al Orubah Club Stadium
26,Saturday,2014-04-06,20:35:00,Najran,Al-Ittihad FC,2,0,826,AlAkhdoud Club Stadium
26,Saturday,2014-04-06,20:35:00,Al-Taawon,Al-Nassr,1,1,52551,King Fahad International Stadium
26,Saturday,2014-04-06,20:35:00,Al-Shoalah,Al-Raed,1,1,750,Al-Shoalah Club Stadium
26,Saturday,2014-04-06,20:35:00,Al-Shabab,Al Orubah,1,3,285,Prince Faisal bin Fahad Stadium
26,Saturday,2014-04-06,20:35:00,Al-Fateh,Al-Hilal,0,1,2519,Prince Abdullah Bin Jalawi Sport City Stadium
26,Saturday,2014-04-06,20:35:00,Al-Faisaly,Al-Nahda,2,1,175,King Salman Bin Abdul Aziz Sport City Stadium
26,Saturday,2014-04-06,20:35:00,Al Ahli SC,Al-Ettifaq,2,1,2364,Prince Mohammed Alabdullah Stadium
2,Friday,2014-08-08,20:45:00,Al-Ittihad,Al-Faisaly,2,1,11499,King Abdul Aziz Stadium
2,Friday,2014-08-08,20:45:00,Al-Hilal,Al-Orobah,4,1,13844,King Fahd International Stadium
1,Wednesday,2014-08-13,20:50:00,Al-Ittihad,Al-Fateh,1,0,58896,Prince Abdullah bin Abdul Aziz Stadium
1,Wednesday,2014-08-13,20:50:00,Al-Shoulla,Al-Hilal,1,3,3864,Al-Shoalah Club Stadium
1,Friday,2014-08-15,19:40:00,Al-Orobah,Al-Taawoun,4,3,4600,Al Orubah Club Stadium
1,Friday,2014-08-15,20:50:00,Al-Faisaly,Al-Raed,1,0,361,Al Majma'ah Sport City
1,Friday,2014-08-15,21:18:00,Al-Nassr,Najran,4,1,35000,King Fahd International Stadium
1,Saturday,2014-08-16,20:50:00,Al-Shabab,Al-Khaleej,2,0,2250,King Fahd International Stadium
1,Saturday,2014-08-16,20:50:00,Al-Ahli,Hajer,6,1,58000,Prince Abdullah bin Abdul Aziz Stadium
2,Friday,2014-08-22,18:50:00,Al-Khaleej,Al-Shoulla,1,1,765,Prince Mohamed bin Fahd Stadium
2,Friday,2014-08-22,18:50:00,Hajer,Al-Taawoun,2,0,199,Prince Abdullah bin Jalawi Stadium
2,Saturday,2014-08-23,20:45:00,Al-Raed,Al-Nassr,1,2,6069,Prince Abdullah bin Abdul Aziz Stadium
2,Saturday,2014-08-23,20:45:00,Al-Fateh,Al-Shabab,0,2,1176,Prince Abdullah bin Jalawi Stadium
2,Saturday,2014-08-23,20:45:00,Najran,Al-Ahli,1,1,4200,Al-Ukhdood Stadium
3,Friday,2014-08-29,18:45:00,Al-Fateh,Al-Faisaly,1,2,800,Prince Abdullah bin Jalawi Stadium
3,Friday,2014-08-29,20:40:00,Al-Shabab,Hajer,2,0,1333,King Fahd International Stadium
3,Saturday,2014-08-30,19:25:00,Al-Orobah,Al-Raed,2,1,2916,Al Orubah Club Stadium
3,Saturday,2014-08-30,20:40:00,Al-Khaleej,Al-Nassr,0,1,5000,Prince Mohamed bin Fahd Stadium
3,Saturday,2014-08-30,20:40:00,Al-Taawoun,Najran,0,0,357,Prince Abdullah bin Abdul Aziz Stadium
3,Sunday,2014-08-31,18:55:00,Al-Shoulla,Al-Ittihad,1,3,4500,Al-Shoalah Club Stadium
3,Sunday,2014-08-31,20:40:00,Al-Hilal,Al-Ahli,0,0,17069,King Fahd International Stadium
4,Thursday,2014-09-11,18:45:00,Al-Faisaly,Hajer,2,0,275,Al Majma'ah Sport City
4,Thursday,2014-09-11,20:25:00,Al-Raed,Al-Taawoun,0,0,2531,Prince Abdullah bin Abdul Aziz Stadium
4,Friday,2014-09-12,20:25:00,Al-Hilal,Najran,2,1,17000,Al-Ukhdood Stadium
4,Friday,2014-09-12,20:25:00,Al-Ittihad,Al-Orobah,2,1,43744,King Abdullah Sports City
4,Friday,2014-09-12,20:25:00,Al-Shabab,Al-Shoulla,2,1,1159,Prince Faisal bin Fahd Stadium
4,Saturday,2014-09-13,20:25:00,Al-Nassr,Al-Fateh,4,2,9164,King Fahd International Stadium
4,Saturday,2014-09-13,20:25:00,Al-Ahli,Al-Khaleej,2,1,19626,Prince Abdullah bin Abdul Aziz Stadium
5,Wednesday,2014-09-17,18:20:00,Hajer,Al-Raed,2,1,160,Prince Abdullah bin Jalawi Stadium
5,Wednesday,2014-09-17,19:00:00,Al-Orobah,Al-Faisaly,1,1,1859,Al Orubah Club Stadium
5,Wednesday,2014-09-17,20:20:00,Al-Ahli,Al-Shabab,0,0,26183,Prince Abdullah bin Abdul Aziz Stadium
5,Thursday,2014-09-18,20:20:00,Al-Taawoun,Al-Fateh,1,2,4800,Prince Abdullah bin Abdul Aziz Stadium
5,Thursday,2014-09-18,20:20:00,Al-Shoulla,Al-Nassr,1,2,2450,Al-Shoalah Club Stadium
5,Friday,2014-09-19,20:20:00,Al-Hilal,Al-Khaleej,3,0,10564,Prince Faisal bin Fahd Stadium
5,Friday,2014-09-19,20:20:00,Najran,Al-Ittihad,1,2,1920,Al-Ukhdood Stadium
6,Wednesday,2014-09-24,20:15:00,Al-Fateh,Al-Hilal,1,2,10560,Prince Abdullah bin Jalawi Stadium
6,Friday,2014-09-26,20:15:00,Al-Raed,Al-Ittihad,0,1,4154,Prince Abdullah bin Abdul Aziz Stadium
6,Saturday,2014-09-27,18:25:00,Al-Shoulla,Al-Ahli,0,2,1649,Al-Shoalah Club Stadium
6,Saturday,2014-09-27,18:30:00,Al-Faisaly,Al-Taawoun,2,2,183,Al Majma'ah Sport City
6,Saturday,2014-09-27,20:15:00,Al-Shabab,Najran,2,1,835,Prince Faisal bin Fahd Stadium
6,Sunday,2014-09-28,18:10:00,Al-Khaleej,Hajer,2,2,500,King Fahd International Stadium
6,Sunday,2014-09-28,20:15:00,Al-Nassr,Al-Orobah,2,1,11008,Prince Mohamed bin Fahd Stadium
7,Thursday,2014-10-16,17:50:00,Hajer,Al-Orobah,1,0,420,Prince Abdullah bin Jalawi Stadium
7,Thursday,2014-10-16,18:20:00,Najran,Al-Faisaly,0,1,670,Al-Ukhdood Stadium
7,Thursday,2014-10-16,19:55:00,Al-Taawoun,Al-Shoulla,3,0,400,Prince Abdullah bin Abdul Aziz Stadium
7,Friday,2014-10-17,17:50:00,Al-Fateh,Al-Raed,3,2,510,Prince Abdullah bin Jalawi Stadium
7,Friday,2014-10-17,19:55:00,Al-Hilal,Al-Shabab,0,1,16721,Prince Faisal bin Fahd Stadium
7,Friday,2014-10-17,19:55:00,Al-Ittihad,Al-Khaleej,2,1,36515,King Abdullah Sports City
7,Saturday,2014-10-18,19:55:00,Al-Ahli,Al-Nassr,2,1,60010,Prince Abdullah bin Abdul Aziz Stadium
8,Friday,2014-10-24,17:45:00,Hajer,Najran,0,3,1228,Prince Abdullah bin Jalawi Stadium
8,Friday,2014-10-24,18:30:00,Al-Orobah,Al-Khaleej,2,2,3749,Al Orubah Club Stadium
8,Friday,2014-10-24,19:50:00,Al-Faisaly,Al-Shabab,1,3,586,Al Majma'ah Sport City
8,Saturday,2014-10-25,18:00:00,Al-Shoulla,Al-Fateh,1,0,400,Al-Shoalah Club Stadium
8,Saturday,2014-10-25,19:50:00,Al-Raed,Al-Ahli,2,4,489,Prince Abdullah bin Abdul Aziz Stadium
8,Saturday,2014-10-25,20:00:00,Al-Nassr,Al-Ittihad,2,1,13360,King Fahd International Stadium
9,Thursday,2014-10-30,17:35:00,Al-Khaleej,Al-Fateh,2,2,155,Prince Mohamed bin Fahd Stadium
9,Thursday,2014-10-30,19:45:00,Al-Shabab,Al-Raed,0,0,1344,Prince Faisal bin Fahd Stadium
9,Thursday,2014-10-30,19:45:00,Al-Ahli,Al-Orobah,2,0,29968,King Abdullah Sports City
9,Thursday,2014-10-30,19:45:00,Al-Taawoun,Al-Nassr,0,1,5975,Prince Abdullah bin Abdul Aziz Stadium
9,Friday,2014-10-31,18:10:00,Najran,Al-Shoulla,3,1,510,Al-Ukhdood Stadium
9,Friday,2014-10-31,19:45:00,Al-Ittihad,Hajer,0,1,47300,King Abdullah Sports City
10,Saturday,2014-11-29,14:55:00,Al-Fateh,Najran,2,1,14200,Prince Abdullah bin Jalawi Stadium
10,Saturday,2014-11-29,15:05:00,Al-Shoulla,Al-Orobah,0,0,500,Al-Shoalah Club Stadium
10,Saturday,2014-11-29,17:50:00,Al-Raed,Al-Khaleej,1,2,2200,Prince Abdullah bin Abdul Aziz Stadium
10,Sunday,2014-11-30,19:35:00,Al-Shabab,Al-Taawoun,1,2,438,Prince Faisal bin Fahd Stadium
10,Sunday,2014-11-30,19:35:00,Hajer,Al-Nassr,0,4,3705,Prince Abdullah bin Jalawi Stadium
10,Sunday,2014-11-30,19:35:00,Al-Ahli,Al-Faisaly,1,1,12938,King Abdullah Sports City
10,Monday,2014-12-01,19:45:00,Al-Ittihad,Al-Hilal,0,0,60134,King Abdullah Sports City
11,Thursday,2014-12-04,17:25:00,Al-Khaleej,Najran,0,1,1052,Prince Mohamed bin Fahd Stadium
11,Thursday,2014-12-04,17:45:00,Al-Shoulla,Hajer,3,1,120,Al-Shoalah Club Stadium
11,Thursday,2014-12-04,19:35:00,Al-Nassr,Al-Faisaly,0,0,10821,King Fahd International Stadium
11,Thursday,2014-12-04,19:35:00,Al-Fateh,Al-Ahli,0,1,4078,Prince Abdullah bin Jalawi Stadium
11,Friday,2014-12-05,15:15:00,Al-Taawoun,Al-Ittihad,4,3,3249,Prince Abdullah bin Abdul Aziz Stadium
11,Friday,2014-12-05,15:30:00,Al-Orobah,Al-Shabab,0,0,3924,Al Orubah Club Stadium
11,Friday,2014-12-05,19:35:00,Al-Hilal,Al-Raed,3,1,8098,Prince Faisal bin Fahd Stadium
8,Tuesday,2014-12-09,19:35:00,Al-Hilal,Al-Taawoun,3,1,7615,Prince Faisal bin Fahd Stadium
12,Friday,2014-12-12,14:55:00,Hajer,Al-Fateh,2,1,1871,Prince Abdullah bin Jalawi Stadium
12,Friday,2014-12-12,15:00:00,Al-Faisaly,Al-Khaleej,1,2,79,Al Majma'ah Sport City
12,Friday,2014-12-12,19:40:00,Al-Ittihad,Al-Shabab,0,1,38153,King Abdullah Sports City
12,Friday,2014-12-12,19:40:00,Al-Taawoun,Al-Ahli,1,4,1352,Prince Abdullah bin Abdul Aziz Stadium
12,Saturday,2014-12-13,15:05:00,Al-Raed,Al-Shoulla,1,0,1042,Prince Abdullah bin Abdul Aziz Stadium
12,Saturday,2014-12-13,15:30:00,Najran,Al-Orobah,2,0,557,Al-Ukhdood Stadium
12,Saturday,2014-12-13,19:40:00,Al-Nassr,Al-Hilal,1,0,20722,King Fahd International Stadium
13,Friday,2014-12-19,15:15:00,Al-Shabab,Al-Nassr,0,3,18250,King Fahd International Stadium
13,Friday,2014-12-19,15:15:00,Al-Faisaly,Al-Shoulla,0,0,66,Al Majma'ah Sport City
13,Friday,2014-12-19,17:30:00,Hajer,Al-Hilal,1,1,4188,Prince Abdullah bin Jalawi Stadium
13,Friday,2014-12-19,20:15:00,Al-Ahli,Al-Ittihad,1,1,59026,Prince Abdullah bin Abdul Aziz Stadium
13,Saturday,2014-12-20,15:00:00,Al-Khaleej,Al-Taawoun,0,3,517,Prince Mohamed bin Fahd Stadium
13,Saturday,2014-12-20,15:30:00,Al-Orobah,Al-Fateh,1,2,2416,Al Orubah Club Stadium
13,Sunday,2014-12-21,17:55:00,Al-Raed,Najran,3,2,921,Prince Abdullah bin Abdul Aziz Stadium
9,Wednesday,2015-01-28,20:10:00,Al-Faisaly,Al-Hilal,2,2,1444,Al Majma'ah Sport City
14,Thursday,2015-02-05,16:00:00,Najran,Al-Nassr,0,4,2983,Al-Ukhdood Stadium
14,Thursday,2015-02-05,18:05:00,Hajer,Al-Ahli,0,3,2288,Prince Abdullah bin Jalawi Stadium
14,Thursday,2015-02-05,20:30:00,Al-Khaleej,Al-Shabab,1,0,906,Al-Qadasiya Club Stadium
14,Friday,2015-02-06,18:05:00,Al-Fateh,Al-Ittihad,2,2,8493,Prince Abdullah bin Jalawi Stadium
14,Friday,2015-02-06,20:30:00,Al-Hilal,Al-Shoulla,2,1,6090,King Fahd International Stadium
14,Saturday,2015-02-07,18:30:00,Al-Raed,Al-Faisaly,2,1,1176,Prince Abdullah bin Abdul Aziz Stadium
14,Sunday,2015-02-08,18:30:00,Al-Taawoun,Al-Orobah,1,1,1500,Prince Abdullah bin Abdul Aziz Stadium
15,Thursday,2015-02-12,18:30:00,Al-Faisaly,Al-Ittihad,0,3,1064,Al Majma'ah Sport City
15,Thursday,2015-02-12,18:30:00,Al-Taawoun,Hajer,3,1,1211,Prince Abdullah bin Abdul Aziz Stadium
15,Thursday,2015-02-12,20:30:00,Al-Shabab,Al-Fateh,2,2,710,King Fahd International Stadium
15,Saturday,2015-02-14,16:05:00,Al-Shoulla,Al-Khaleej,1,1,318,Al-Shoalah Club Stadium
15,Saturday,2015-02-14,20:30:00,Al-Nassr,Al-Raed,2,2,11840,King Fahd International Stadium
15,Tuesday,2015-02-17,16:05:00,Al-Orobah,Al-Hilal,1,0,6735,Al Orubah Club Stadium
16,Thursday,2015-02-19,16:05:00,Najran,Al-Taawoun,0,1,531,Al-Ukhdood Stadium
16,Thursday,2015-02-19,18:15:00,Hajer,Al-Shabab,4,4,1087,Prince Abdullah bin Jalawi Stadium
16,Friday,2015-02-20,18:30:00,Al-Faisaly,Al-Fateh,4,2,250,Al Majma'ah Sport City
16,Friday,2015-02-20,20:30:00,Al-Nassr,Al-Khaleej,4,1,11369,King Fahd International Stadium
16,Friday,2015-02-20,20:30:00,Al-Ittihad,Al-Shoulla,3,2,59731,Prince Abdullah al-Faisal Stadium
16,Saturday,2015-02-21,18:35:00,Al-Raed,Al-Orobah,2,1,3973,Prince Abdullah bin Abdul Aziz Stadium
16,Saturday,2015-02-21,20:40:00,Al-Ahli,Al-Hilal,1,1,45700,Prince Abdullah al-Faisal Stadium
17,Friday,2015-02-27,16:10:00,Al-Orobah,Al-Ittihad,0,1,6200,Al Orubah Club Stadium
17,Saturday,2015-02-28,16:05:00,Najran,Al-Hilal,0,2,2468,Al-Ukhdood Stadium
17,Saturday,2015-02-28,16:05:00,Al-Shoulla,Al-Shabab,1,2,386,Al-Shoalah Club Stadium
17,Saturday,2015-02-28,18:20:00,Al-Fateh,Al-Nassr,1,1,8525,Prince Abdullah bin Jalawi Stadium
17,Saturday,2015-02-28,18:20:00,Al-Khaleej,Al-Ahli,1,1,4216,Prince Abdullah bin Abdul Aziz Stadium
17,Saturday,2015-02-28,20:30:00,Al-Taawoun,Al-Raed,3,1,4023,Prince Abdullah bin Abdul Aziz Stadium
17,Sunday,2015-03-01,18:20:00,Hajer,Al-Faisaly,0,2,397,Prince Abdullah bin Jalawi Stadium
18,Friday,2015-03-06,18:45:00,Al-Faisaly,Al-Orobah,2,0,170,Al Majma'ah Sport City
18,Friday,2015-03-06,18:45:00,Al-Raed,Hajer,2,1,3993,Prince Abdullah bin Abdul Aziz Stadium
18,Friday,2015-03-06,20:30:00,Al-Ittihad,Najran,2,1,47026,Prince Abdullah al-Faisal Stadium
18,Saturday,2015-03-07,18:25:00,Al-Fateh,Al-Taawoun,2,0,663,Prince Abdullah bin Jalawi Stadium
18,Saturday,2015-03-07,18:25:00,Al-Khaleej,Al-Hilal,0,1,8315,Al-Qadasiya Club Stadium
18,Saturday,2015-03-07,20:30:00,Al-Nassr,Al-Shoulla,5,0,5120,King Fahd International Stadium
18,Saturday,2015-03-07,20:40:00,Al-Shabab,Al-Ahli,2,3,5799,King Fahd International Stadium
15,Wednesday,2015-03-11,20:30:00,Al-Ahli,Najran,2,1,28358,Prince Abdullah al-Faisal Stadium
19,Friday,2015-03-13,16:15:00,Al-Orobah,Al-Nassr,0,2,6200,Al Orubah Club Stadium
19,Friday,2015-03-13,18:50:00,Al-Taawoun,Al-Faisaly,0,1,4322,Prince Abdullah bin Abdul Aziz Stadium
19,Friday,2015-03-13,20:30:00,Al-Hilal,Al-Fateh,3,0,7782,King Fahd International Stadium
19,Saturday,2015-03-14,18:55:00,Najran,Al-Shabab,2,1,545,Al-Ukhdood Stadium
19,Saturday,2015-03-14,20:30:00,Al-Ahli,Al-Shoulla,3,0,17004,Prince Abdullah al-Faisal Stadium
19,Sunday,2015-03-15,18:30:00,Hajer,Al-Khaleej,1,1,496,Prince Abdullah bin Jalawi Stadium
19,Sunday,2015-03-15,20:35:00,Al-Ittihad,Al-Raed,3,1,32760,Prince Abdullah al-Faisal Stadium
20,Saturday,2015-03-21,16:15:00,Al-Orobah,Hajer,2,3,3100,Al Orubah Club Stadium
20,Saturday,2015-03-21,18:30:00,Al-Khaleej,Al-Ittihad,0,1,9223,Al-Qadasiya Club Stadium
20,Saturday,2015-03-21,20:40:00,Al-Raed,Al-Fateh,2,3,3713,Prince Abdullah bin Abdul Aziz Stadium
20,Sunday,2015-03-22,18:45:00,Al-Shabab,Al-Hilal,0,1,7867,King Fahd International Stadium
20,Sunday,2015-03-22,18:45:00,Al-Shoulla,Al-Taawoun,4,3,78,Al-Shoalah Club Stadium
20,Sunday,2015-03-22,18:45:00,Al-Faisaly,Najran,0,1,53,Al Majma'ah Sport City
20,Sunday,2015-03-22,20:55:00,Al-Nassr,Al-Ahli,3,4,50228,King Fahd International Stadium
21,Friday,2015-04-03,18:50:00,Al-Shabab,Al-Faisaly,2,1,542,King Fahd International Stadium
21,Friday,2015-04-03,20:45:00,Al-Ahli,Al-Raed,1,0,76348,Prince Abdullah al-Faisal Stadium
21,Saturday,2015-04-04,18:40:00,Al-Khaleej,Al-Orobah,2,0,434,Prince Abdullah bin Abdul Aziz Stadium
21,Saturday,2015-04-04,18:40:00,Al-Fateh,Al-Shoulla,0,0,313,Prince Abdullah bin Jalawi Stadium
21,Saturday,2015-04-04,21:00:00,Al-Taawoun,Al-Hilal,0,1,6752,Prince Abdullah bin Abdul Aziz Stadium
21,Saturday,2015-04-04,21:10:00,Al-Ittihad,Al-Nassr,1,3,59137,Prince Abdullah al-Faisal Stadium
22,Thursday,2015-04-09,20:30:00,Hajer,Al-Ittihad,0,1,4300,Prince Abdullah bin Jalawi Stadium
22,Friday,2015-04-10,18:55:00,Al-Shoulla,Najran,2,1,482,Al-Shoalah Club Stadium
22,Saturday,2015-04-11,18:40:00,Al-Fateh,Al-Khaleej,2,0,325,Prince Abdullah bin Jalawi Stadium
22,Saturday,2015-04-11,18:55:00,Al-Nassr,Al-Taawoun,2,1,6329,Prince Faisal bin Fahd Stadium
22,Saturday,2015-04-11,19:00:00,Al-Raed,Al-Shabab,3,1,3896,Prince Abdullah bin Abdul Aziz Stadium
22,Saturday,2015-04-11,19:25:00,Al-Orobah,Al-Ahli,1,3,4050,Al Orubah Club Stadium
22,Saturday,2015-04-11,21:00:00,Al-Hilal,Al-Faisaly,3,0,3400,King Fahd International Stadium
23,Friday,2015-04-17,19:00:00,Al-Nassr,Hajer,3,0,10387,Prince Faisal bin Fahd Stadium
23,Friday,2015-04-17,19:05:00,Al-Taawoun,Al-Shabab,1,1,4432,Prince Abdullah bin Abdul Aziz Stadium
23,Friday,2015-04-17,21:10:00,Al-Hilal,Al-Ittihad,3,0,35500,King Fahd International Stadium
23,Saturday,2015-04-18,18:45:00,Al-Khaleej,Al-Raed,3,0,312,Al-Qadasiya Club Stadium
23,Saturday,2015-04-18,19:00:00,Najran,Al-Fateh,1,1,110,Al-Ukhdood Stadium
23,Saturday,2015-04-18,19:25:00,Al-Orobah,Al-Shoulla,2,0,2476,Al Orubah Club Stadium
23,Saturday,2015-04-18,21:00:00,Al-Faisaly,Al-Ahli,1,4,650,Al Majma'ah Sport City
24,Saturday,2015-04-25,18:50:00,Hajer,Al-Shoulla,2,1,743,Prince Abdullah bin Jalawi Stadium
24,Saturday,2015-04-25,19:00:00,Najran,Al-Khaleej,1,4,642,Al-Ukhdood Stadium
24,Sunday,2015-04-26,19:00:00,Al-Shabab,Al-Orobah,3,0,674,King Fahd International Stadium
24,Sunday,2015-04-26,21:00:00,Al-Raed,Al-Hilal,1,1,10120,Prince Abdullah bin Abdul Aziz Stadium
24,Sunday,2015-04-26,21:00:00,Al-Faisaly,Al-Nassr,1,5,2229,Al Majma'ah Sport City
24,Monday,2015-04-27,21:00:00,Al-Ittihad,Al-Taawoun,4,3,13095,King Abdullah Sports City
24,Tuesday,2015-04-28,20:40:00,Al-Ahli,Al-Fateh,5,0,20447,Prince Abdullah al-Faisal Stadium
25,Sunday,2015-05-10,19:00:00,Al-Khaleej,Al-Faisaly,4,2,420,Al-Qadasiya Club Stadium
25,Sunday,2015-05-10,21:00:00,Al-Shabab,Al-Ittihad,3,4,2680,King Fahd International Stadium
25,Sunday,2015-05-10,21:00:00,Al-Fateh,Hajer,3,1,472,Prince Abdullah bin Jalawi Stadium
25,Sunday,2015-05-10,21:00:00,Al-Shoulla,Al-Raed,2,2,143,Al-Shoalah Club Stadium
25,Sunday,2015-05-10,21:00:00,Al-Orobah,Najran,0,1,173,Al Orubah Club Stadium
25,Sunday,2015-05-10,21:00:00,Al-Ahli,Al-Taawoun,2,2,16538,Prince Abdullah al-Faisal Stadium
25,Sunday,2015-05-10,21:00:00,Al-Hilal,Al-Nassr,0,1,23193,King Fahd International Stadium
26,Thursday,2015-05-14,19:15:00,Najran,Al-Raed,1,2,100,Al-Ukhdood Stadium
26,Friday,2015-05-15,19:00:00,Al-Fateh,Al-Orobah,1,0,273,Prince Abdullah bin Jalawi Stadium
26,Friday,2015-05-15,19:00:00,Al-Shoulla,Al-Faisaly,2,1,108,Al-Shoalah Club Stadium
26,Friday,2015-05-15,19:25:00,Al-Taawoun,Al-Khaleej,4,4,214,Prince Abdullah bin Abdul Aziz Stadium
26,Friday,2015-05-15,21:00:00,Al-Hilal,Hajer,5,1,2677,King Fahd International Stadium
26,Friday,2015-05-15,21:00:00,Al-Nassr,Al-Shabab,0,0,59174,King Fahd International Stadium
26,Friday,2015-05-15,21:00:00,Al-Ittihad,Al-Ahli,1,1,42832,King Abdullah Sports City
21,Monday,2015-05-18,19:15:00,Najran,Hajer,1,2,45,Al-Ukhdood Stadium
1,Wednesday,2015-08-19,20:45:00,Al-Hilal,Al-Wehda,2,0,16000,King Fahd International Stadium
1,Thursday,2015-08-20,18:55:00,Al-Khaleej,Al-Fateh,0,2,315,Prince Saud bin Jalawi Stadium
1,Thursday,2015-08-20,21:15:00,Najran,Al-Ittihad,1,2,4721,King Abdul Aziz Stadium
1,Friday,2015-08-21,19:15:00,Al-Taawoun,Al-Ahli,0,0,2953,King Abdullah Sports City
1,Friday,2015-08-21,21:15:00,Al-Nassr,Hajer,0,0,6173,King Fahd International Stadium
1,Saturday,2015-08-22,18:55:00,Al-Qadsiah,Al-Faisaly,1,0,182,Prince Saud bin Jalawi Stadium
1,Saturday,2015-08-22,21:00:00,Al-Shabab,Al-Raed,3,1,895,Prince Faisal bin Fahd Stadium
2,Thursday,2015-08-27,18:45:00,Al-Khaleej,Al-Ahli,0,4,3127,Prince Mohamed bin Fahd Stadium
2,Thursday,2015-08-27,21:00:00,Al-Raed,Al-Ittihad,0,2,5401,Prince Abdullah bin Abdul Aziz Stadium
2,Friday,2015-08-28,18:45:00,Al-Qadsiah,Al-Nassr,2,2,8023,Prince Mohamed bin Fahd Stadium
2,Friday,2015-08-28,18:45:00,Hajer,Al-Shabab,1,2,684,Prince Abdullah bin Jalawi Stadium
2,Friday,2015-08-28,21:00:00,Al-Faisaly,Al-Taawoun,1,2,232,Al Majma'ah Sport City
2,Saturday,2015-08-29,18:45:00,Al-Fateh,Al-Hilal,1,2,11688,Prince Abdullah bin Jalawi Stadium
2,Saturday,2015-08-29,21:00:00,Al-Wehda,Najran,1,1,685,King Abdul Aziz Stadium
3,Thursday,2015-09-17,20:15:00,Al-Shabab,Al-Khaleej,0,0,896,Prince Faisal bin Fahd Stadium
3,Friday,2015-09-18,18:45:00,Al-Taawoun,Al-Qadsiah,5,1,3899,King Abdullah Sports City
3,Friday,2015-09-18,21:00:00,Al-Ahli,Al-Wehda,2,0,29049,King Abdul Aziz Stadium
3,Friday,2015-09-18,21:00:00,Al-Nassr,Najran,2,0,8764,Prince Faisal bin Fahd Stadium
